creation_date,accession_number,artist,credit_line,display_title,display_dimensions,medium,media_support,facility,current_location,location_description,street_address_or_intersection,zip_code,latitude,longitude,number_of_districts,cultural_districts,supervisor_district,the_geom,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods
,2016.24.e,"Marsh, Vanessa","Collection of the City and County of San Francisco;
Purchased by the San Francisco Arts Commission and the Airport Commission for the San Francisco International Airport",Everywhere All at Once: Landscape #5,39 x 35 in.,Pigment print,Pigment print on archival paper,Terminal 3,SFO,Gate 71B,,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
1980,1980.3.1-3,"Francis, Sam",Purchased by the San Francisco Art Commission for the San Francisco International Airport,Untitled,"276"" X 348""",Acrylic,Acrylic on canvas,Terminal 3,SFO,"BA/F : Departures : Gates 82-83, Level 2",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
2008,2013.3.b,"Johnson, Amana",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Joseph Lee Recreation Center,Time to Dream (bench),18 x 70 x 70 in.,"Basaltic clay, concrete, glass, travertine, marble tile","Basaltic clay, concrete, glass, travertine, marble tile",Joseph Lee Recreation Center,Public Display,Front Lawn,1395 Mendell Street,94124,37.73494399500004,-122.38979201899998,1,African American Arts and Cultural District,10,POINT (-122.38979201899998 37.73494399500004),86,2,9,1,86
2015,2016.11.c.7,"Nagase, Masayuki",Collection of the City and County of San Francisco,Breath Between Sky and Ocean [Paver],40 x 20 x 2 in.,Granite,Granite,San Francisco General Hospital,City Agency,Acute Care Unit Roof Garden,1001 Portrero Avenue,94110,37.756327990000045,-122.40581696,0,,10,POINT (-122.40581696 37.756327990000045),54,3,9,20,54
2006,2007.25,"Margrill, Anita and Nagasawa, Nobuho",Collection of the City and County of San Francisco; Commissioned by the San Franciso Arts Commission for the Third Street Light Rail Project,Untitled (Pole-mounted sculpture),480 x 36 x 36 in.,Stainless steel,Stainless steel on painted steel,3rd Street Light Rail,Public Display,3Rd St. And Carroll Ave.,3rd Street & Carroll Avenue,94124,37.725550061000035,-122.39432989699996,1,African American Arts and Cultural District,10,POINT (-122.39432989699996 37.725550061000035),86,2,9,1,86
2000,2001.6.c,"Alavi, Sayed",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Richmond Recreation Center,Speaking Stones [sidwalk poem],36 x 264 x 1/4 in.,"Concrete, paint","Concrete, paint",Richmond Recreation Center,Public Display,19Th St.,252 18th Avenue,94121,37.78328498700006,-122.47711200399999,0,,01,POINT (-122.47711200399999 37.78328498700006),5,8,4,29,5
2014,T2014.171,"Haddad, Laura; Drugan, Tom",Bayview Rise was a joint project of the Port of San Francisco and the San Francisco Arts Commission.,Bayview Rise,2244 in.,Paint and LED lights,Paint and LED lights,Port of San Francisco Bayview,City Agency,,421-511 Amador Street,94124,37.74594304500005,-122.38404728699999,1,African American Arts and Cultural District,10,POINT (-122.38404728699999 37.74594304500005),56,2,9,1,56
2008,T2009.3,"Goldberg, Jim and Rubin, Jon",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Minnie and Lovie Ward Recreation Center,Imagine Even More,300 x 452 in.,laminated digital print,laminated digital print,Minnie and Lovie Ward Recreation Center,Public Display,Community Room,650 Capitol Avenue,94112,37.71639601700008,-122.45786204099996,0,,11,POINT (-122.45786204099996 37.71639601700008),81,10,1,24,81
2007-2008,2008.3,"Chamberlain, Ann and Hood, Walter",Collection of the City and County of San Franisco; Gift of the Abraham Lincoln Brigade Archives (ALBA),Abraham Lincoln Brigade National Monument,100 x 480 x 30 in.,"Onyx, steel","Onyx, steel on concrete",Embarcadero Plaza,Public Display,,5 The Embarcadero,94105,37.794385240000054,-122.39291973799999,0,,03,POINT (-122.39291973799999 37.794385240000054),108,6,3,8,108
1984,1985.14.3,"Fuller (McChesney), Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission,Serpent,17 x 77 x 75 in.,Cast concrete,Cast concrete,Portsmouth Square,Public Display,Lower Level Playground,Clay Street & Kearny Street,94108,37.79445005900004,-122.40477995099995,0,,03,POINT (-122.40477995099995 37.79445005900004),104,6,3,6,104
2015,2016.11.a.1,"Nagase, Masayuki",Collection of the City and County of San Francisco,Breath Between Sky and Ocean [Seating],20 x 38 x 31 in.,Granite,Granite,San Francisco General Hospital,City Agency,Acute Care Unit Roof Garden,1001 Portrero Avenue,94110,37.756327990000045,-122.40581696,0,,10,POINT (-122.40581696 37.756327990000045),54,3,9,20,54
2008,2008.6.c,Daub Firmin Hendrickson,Collection of the City and County of San Francisco; Gift to the City of San Francisco from the Harvey Milk City Hall Memorial Committee,Harvey Milk [relief],8 x 16 3/4 x 3/8 in.,Bronze,Bronze,City Hall,Public Display,"2nd floor, Supervisor's Rotunda",1 Dr Carlton B Goodlett Place,94102,37.77939475800008,-122.41847662199996,0,,06,POINT (-122.41847662199996 37.77939475800008),21,4,10,36,21
2012,2013.5.c,"Suárez-Wolfe, Primitivo",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Church and Duboce Streetscape Improvement Project,Domestic Seating (Wooden Chair),46 3/8 x 23 1/2 x 24 in.,Bronze,Bronze,,Public Display,"Duboce Avenue Between Church And Fillmore St., North Side",Duboce Avenue & Church Street,94114,37.76946004400003,-122.42911990799996,0,,08,POINT (-122.42911990799996 37.76946004400003),28,7,5,9,28
2009,2009.7.8,Wowhaus,Collection of the City and County of San Francisco; Commissioned by the San Francsisco Arts Commission for the Sunnyside Conservatory,Sunnyside Menagerie [glyphies],3 1/4 x 3 1/2 x 3/4 in.,Bronze,Bronze on concrete,Sunnyside Conservatory,Public Display,Garden Walkways,236 Monterey Boulevard,94131,37.731900987000074,-122.44080604199996,0,,07,POINT (-122.44080604199996 37.731900987000074),95,9,8,41,95
2005,2006.5.a-s,"Saulls, Vicki",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commision for the Eureka Valley Recreation Center,From the Heart Outwards,30 x 118 x 4 1/4 in.,Cold-cast bronze and zinc/aluminum,Cold-cast bronze and zinc/aluminum,Eureka Valley Recreation Center,Public Display,Interior Lobby,100 Collingwood Street,94114,37.76048000800006,-122.43624301699998,1,Castro Cultural District,08,POINT (-122.43624301699998 37.76048000800006),38,3,5,5,38
2013,2014.2.a-d,"Saunders, Ron Moultrie",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the San Francisco Public Library Bayview Branch,Spirit and Nature Dancing Together,60  x 192 in. (60 x 48 in. each),Photogram,Photogram on porcelain enamel panels,San Francisco Public Library Bayview Branch,City Agency,,5075 3rd Street,94124,37.73248202100007,-122.39131400499998,1,African American Arts and Cultural District,10,POINT (-122.39131400499998 37.73248202100007),86,2,9,1,86
2008,2013.3.a-b,"Johnson, Amana",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Joseph Lee Recreation Center,Time to Dream,50 x 80 x 70 in.,"Basalt, basaltic clay, and concrete with glass, travertine and marble tile","Basalt, basaltic clay, and concrete with glass, travertine and marble tile",Joseph Lee Recreation Center,Public Display,Front Lawn,1395 Mendell Street,94124,37.73494399500004,-122.38979201899998,1,African American Arts and Cultural District,10,POINT (-122.38979201899998 37.73494399500004),86,2,9,1,86
1987,1987.44.t,"Kogure, Kimiko",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,Stern Grove Trocadero Clubhouse [first floor window],35 x 22 in.,Stained glass,Stained glass on wood,Trocadero Clubhouse,Public Display,Stern Grove Entry Rd.,Stern Grove Entry Road & Wawona Street,94132,37.74024621600006,-122.46773612799997,0,,07,POINT (-122.46773612799997 37.74024621600006),46,10,8,41,46
2004-2010,2011.14.1-16,"deSoto, Lewis",Collection of the City and County of San Francisco,Woven,,cotton thread tapestries,cotton thread tapestries,Laguna Honda Hospital,City Agency,Link Building Level 1,375 Laguna Honda Boulevad,94131,37.74879299500003,-122.45581098899999,0,,07,POINT (-122.45581098899999 37.74879299500003),49,7,8,38,49
2005,2006.5.e,"Saulls, Vicki",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commision for the Eureka Valley Recreation Center,From the Heart Outwards,10 x 10 x 3 1/2 in.,Cold-cast bronze and zinc/aluminum,Cold-cast bronze and zinc/aluminum,Eureka Valley Recreation Center,Public Display,Interior Lobby,100 Collingwood Street,94114,37.76048000800006,-122.43624301699998,1,Castro Cultural District,08,POINT (-122.43624301699998 37.76048000800006),38,3,5,5,38
2008,2008.9,"Rodriguez, Isis",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Potrero Del Sol Park,Untitled [Potrero Del Sol Park],18 x 94 x 1 in.,Painted iron,Painted iron,Potrero Del Sol Park,Public Display,Exterior Entryway Gates,2827 Cesar Chavez,94110,37.74881575000006,-122.40633600399998,0,,09,POINT (-122.40633600399998 37.74881575000006),60,3,2,2,60
1934,1934.12.b,"Wight, Clifford",Collection of the City and County of San Francisco; Commissioned by the Public Works of Art Project for Coit Tower,Cowboy,120 x 48 in.,Fresco,Fresco,Coit Tower,Public Display,1St Floor,1 Telegraph Hill Boulevard,94133,37.80231199100007,-122.40588401599994,0,,03,POINT (-122.40588401599994 37.80231199100007),18,6,3,23,18
,1986.22,"Lerner, Leslie",Purchased by the San Francisco Art Commission for the San Francisco International Airport.,The Smile of Reason,"52 1/4"" H X 63 3/8"" W Framed",Acrylic and polymer,Acrylic and polymer on canvas,Terminal 1,SFO,BA/C : Departures,,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
1941,1940.8,"Patigian, Haig",Collection of the City and County of San Francisco; Gift of Major Edward Bowos,William C. Ralston (1826-1875) Monument,168 x 108 x 72 in.,Bronze,Bronze on granite,Marina Green Drive,Public Display,Marina Green drive between Fillmore and Avila St.; along the waterfront,Marina Green Drive,94123,37.80711243700006,-122.43793738199996,0,,02,POINT (-122.43793738199996 37.80711243700006),17,4,6,13,17
ca. 1971,1971.45.d,"VandenBerge, Peter",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for George Christopher Playground,Untitled,92 x 27 x 3 1/2 in.,Glazed ceramic tile,Glazed ceramic tile,George Christopher Playground,City Agency,Clubhouse Interior,5210 Diamond Heights Boulevard,94131,37.74400101900005,-122.44025501499999,0,,08,POINT (-122.44025501499999 37.74400101900005),57,9,5,10,57
2008,2008.13.4,"Corliss, Troy",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Upper Noe Recreation Center,Noe Valley Natives,36 x 18 x 24 in.,Forged and fabricated steel,Forged and fabricated steel,Upper Noe Recreation Center,Public Display,Day St. East Entrance,295 Day Street,94131,37.74257701700003,-122.42847902799998,0,,08,POINT (-122.42847902799998 37.74257701700003),84,9,5,22,84
2006,2007.11.1,"Buchen, Bill and Mary",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,Untitled (Pole-mounted scupture),480 x 84 x 84 in.,Painted steel,Painted steel,3rd Street Light Rail,Public Display,Downtown Platform,3rd Street & 20th Street,94107,37.760460059000025,-122.38866993299996,0,,10,POINT (-122.38866993299996 37.760460059000025),55,2,9,26,55
2000,2001.5,"Howard, Mildred",Collection of the City and County of San Francisco,Salty Peanuts,192  x 300 in.,Brass saxophones and powder coated steel music panels,Brass saxophones and steel music panels,International Terminal,SFO,"Gate A2, BA/A, Level 3",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
,1984.25,Anonymous,Gift of the Chinese Cultural Center to the San Francisco General Hospital and the Art Commission,Untitled (Burner),"36"" H X 14"" W X 30"" D",Bronze,Bronze,San Francisco General Hospital,City Agency,Main Building Seventh Floor Courtyard,1001 Portrero Avenue,94110,37.756327990000045,-122.40581696,0,,10,POINT (-122.40581696 37.756327990000045),54,3,9,20,54
1987,1987.44.k,"Kogure, Kimiko",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Stern Grove Historic Renovation,Stern Grove Trocadero Clubhouse [second floor window],40 x 30 in.,Stained glass,Stained glass on wood,Trocadero Clubhouse,Public Display,Stern Grove Entry Rd.,Stern Grove Entry Road & Wawona Street,94132,37.74024621600006,-122.46773612799997,0,,07,POINT (-122.46773612799997 37.74024621600006),46,10,8,41,46
1998,1998.11.f,"Preston, Ann",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Civic Center Courthouse,Floor,436 x 436 in.,"Marble, granite terrazzo, zinc","Marble, granite terrazzo, zinc",Civic Center Courthouse,Public Display,4Th Floor Waiting Area,400 McAllister Street,94102,37.780413012000054,-122.41879499599997,0,,06,POINT (-122.41879499599997 37.780413012000054),21,4,10,36,21
1986,1986.62,"Fernandez, Rudy",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Mission Recreation Center,Mission Triptych #2,84 x 60 in.,Acrylic,Acrylic on wood and aluminum,Mission Recreation Center,Public Display,"Courtyard, Brick Wall",2450 Harrison Street,94110,37.75814900100005,-122.41258601799997,0,,09,POINT (-122.41258601799997 37.75814900100005),53,3,2,20,53
1976,1979.31,"Brown, Joan",Purchased by the San Francisco Art Commission for the San Francisco International Airport,The Journey #2,"90""H X 72"" W",Enamel,Enamel on canvas,Terminal 2,SFO,"BA/D : Departures, Level two",,94128,37.620430000000056,-122.39916499999998,0,,,POINT (-122.39916499999998 37.620430000000056),,,,,
2006,2007.10.1,"Margrill, Anita and Nagasawa, Nobuho",Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for the Third Street Light Rail Project,Untitled (Pole-mounted sculpture),300 x 36 x 36 in.,Painted steel,Painted steel,3rd Street Light Rail,Public Display,Southbound Platform,3rd Street & Mariposa Street,94107,37.76432005100003,-122.38895994699998,0,,06,POINT (-122.38895994699998 37.76432005100003),34,2,10,26,34
1935-1940,1942.2,"Bufano, Beniamino",Collection of the City and County of San Francisco; Completed for the City of San Francisco under the Works Progress Administration,Seal,63 x 22 3/4 x 52 1/2 in.,Red granite,Red granite on black granite,Maritime Museum,Public Display,External Balcony,900 Beach Street,94109,37.80640001300003,-122.42392497299993,0,,02,POINT (-122.42392497299993 37.80640001300003),98,6,6,32,98
1999,1999.17.2,"Goggin, Brian",Collection of the City and County of San Francisco; Commissioned for by the San Francisco Arts Commission for the Bernal Heights Sidewalk Enhancement Project,Substrada [Ballast],34 1/2 x 52 x 3/4 in.,Concrete,Concrete,Mission St. sidewalk,Public Display,Ne Corner,Mission Street & Precita Avenue,94110,37.74676004800006,-122.419119879,0,,09,POINT (-122.419119879 37.74676004800006),83,9,2,2,83
2001,2002.4.a-r,Joesam.,"Collection of the City and County of San Francisco; Commissioned by the San Francisco Arts Commission for Martin Luther King, Jr. Pool",Wade in Water,varies,Glazed ceramic tiles,Glazed ceramic tiles,Martin Luther King Jr. Pool,Public Display,Natatorium,5701 3rd Street,94124,37.725498009000034,-122.39358197999996,1,African American Arts and Cultural District,10,POINT (-122.39358197999996 37.725498009000034),86,2,9,1,86
